year,month,Region,Electric Vehicle (EV) Total
2020,6,"Harnett, NC",1
2023,1,"Essex, NJ",2
2019,4,"Sangamon, IL",2
2021,5,"Douglas, WA",139
2022,4,"Rockdale, GA",1
2022,3,"Bexar, TX",7
2018,12,"Brevard, FL",1
2017,6,"Harnett, NC",1
2021,2,"Ferry, WA",0
2019,6,"Montgomery, PA",2
2018,3,"Grays Harbor, WA",91
2021,9,"Pend Oreille, WA",0
2018,7,"Contra Costa, CA",1
2020,8,"Loudoun, VA",1
2021,4,"Alexandria, VA",3
2022,12,"Richland, SC",1
2021,1,"Skamania, WA",0
2019,6,"Sangamon, IL",1
2024,1,"Spokane, WA",70
2023,6,"San Juan, WA",11
2018,2,"Columbia, WA",3
2023,3,"Skagit, WA",17
2022,8,"Sheridan, WY",1
2022,11,"Stafford, VA",4
2021,12,"Los Angeles, CA",13
2021,12,"Sonoma, CA",1
2022,2,"Spokane, WA",0
2023,6,"Okanogan, WA",188
2022,1,"Lincoln, WA",23
2019,4,"Clark, NV",6
2020,7,"Prince George's, MD",2
2020,7,"Greene, MO",1
2019,8,"Hennepin, MN",4
2022,9,"Berkeley, SC",1
2022,11,"Carroll, MD",1
2022,1,"Ventura, CA",4
2019,7,"Thurston, WA",0
2020,7,"Pacific, WA",0
2022,10,"Cumberland, PA",1
2023,9,"San Juan, WA",17
2022,1,"Loudoun, VA",1
2022,5,"Denton, TX",2
2023,5,"Douglas, WA",7
2019,9,"Volusia, FL",1
2019,3,"Frederick, MD",2
2022,8,"Anne Arundel, MD",6
2020,1,"Santa Cruz, CA",1
2021,2,"Manassas, VA",1
2021,9,"Oldham, KY",1
2022,12,"El Paso, TX",3
2019,1,"Asotin, WA",0
2022,2,"Multnomah, OR",5
2020,12,"Boulder, CO",2
2022,12,"Lake, FL",1
2023,11,"Wilson, TX",1
2019,12,"Skagit, WA",1
2020,3,"Franklin, WA",0
2019,9,"Skamania, WA",0
2022,8,"Miami-Dade, FL",1
2020,11,"San Francisco, CA",2
2019,10,"Dallas, TX",1
2018,9,"Cochise, AZ",1
2021,1,"Dallas, IA",1
2022,3,"San Diego, CA",22
2019,1,"Guadalupe, TX",1
2018,11,"Garfield, WA",2
2022,8,"Placer, CA",2
2022,8,"Goochland, VA",4
2019,5,"Hawaii, HI",1
2018,8,"Juneau, AK",1
2017,8,"Snohomish, WA",2788
2023,2,"Clallam, WA",776
2017,8,"Wahkiakum, WA",2
2021,1,"Bexar, TX",7
2018,6,"Flathead, MT",1
2018,5,"Lake, CA",1
2023,6,"Coryell, TX",1
2023,12,"Middlesex, NJ",1
2022,2,"Spokane, WA",2172
2017,11,"Douglas, WA",70
2018,11,"Skamania, WA",32
2023,1,"Wahkiakum, WA",1
2020,3,"Harnett, NC",2
2022,11,"Richmond, NY",1
2020,9,"King, WA",6
2018,12,"Skagit, WA",446
2020,5,"Jefferson, WA",0
2023,2,"Kitsap, WA",48
2023,2,"Okanogan, WA",164
2017,11,"Kent, MI",1
2020,10,"Pinellas, FL",2
2019,1,"Volusia, FL",1
2019,9,"Flathead, MT",1
2020,6,"Randolph, NC",1
2020,3,"Grant, WA",0
2021,9,"Douglas, CO",1
2019,11,"District of Columbia, DC",2
2017,3,"Palm Beach, FL",1
2021,8,"District of Columbia, DC",5
2021,4,"Pinellas, FL",2
2022,10,"Allen, IN",1
2019,8,"Guadalupe, TX",1
2019,10,"Wilson, TX",1
2023,3,"Sarpy, NE",1
2020,12,"Carroll, NH",1
2018,6,"Yakima, WA",148
2020,10,"Kittitas, WA",170
2022,8,"Contra Costa, CA",4
2020,6,"Howard, MD",1
2021,1,"Fresno, CA",1
2017,1,"Cumberland, NC",1
2024,1,"Stafford, VA",3
2023,3,"Henrico, VA",1
2023,4,"Alexandria, VA",4
2021,6,"Okaloosa, FL",1
2020,12,"Washtenaw, MI",2
2022,3,"Mercer, NJ",1
2020,9,"Dakota, MN",1
2023,10,"Okanogan, WA",8
2023,9,"Maricopa, AZ",11
2022,8,"Collier, FL",1
2023,2,"Whitman, WA",194
2020,5,"Franklin, WA",133
2021,9,"Anchorage, AK",1
2019,5,"Alexandria, VA",1
2022,10,"Champaign, IL",1
2023,2,"San Juan, WA",749
2023,2,"Douglas, CO",1
2018,11,"Sangamon, IL",1
2018,12,"Tarrant, TX",1
2018,11,"Morris, NJ",1
2017,6,"Ramsey, MN",1
2018,4,"Klickitat, WA",0
2018,12,"San Juan, WA",252
2020,8,"Eagle, CO",1
2017,12,"Yakima, WA",0
2023,7,"Ferry, WA",0
2020,10,"Washington, OR",1
2019,9,"Pima, AZ",3
2022,4,"Orange, CA",8
2023,3,"Providence, RI",1
2017,6,"Sangamon, IL",1
2022,12,"Boulder, CO",2
2020,6,"Grant, WA",0
2022,11,"Penobscot, ME",1
2018,6,"Howard, MD",1
2018,4,"St. Lucie, FL",1
2023,3,"Kootenai, ID",1
2022,8,"St. Lawrence, NY",1
2023,5,"Grays Harbor, WA",474
2022,9,"Island, WA",1256
2023,5,"Montgomery, TN",1
2021,2,"Grays Harbor, WA",0
2020,9,"Pend Oreille, WA",0
2018,3,"Contra Costa, CA",1
2017,1,"Yavapai, AZ",1
2020,2,"DeKalb, IN",1
2024,2,"Kitsap, WA",5604
2021,4,"Okanogan, WA",0
2020,2,"Maui, HI",2
2022,11,"El Paso, TX",3
2017,6,"Madison, ID",1
2021,6,"El Paso, CO",3
2023,4,"Walla Walla, WA",5
2022,5,"Sedgwick, KS",2
2022,4,"Garfield, WA",0
2021,4,"Randolph, NC",1
2023,10,"Oldham, KY",1
2017,3,"Dane, WI",1
2023,10,"Denton, TX",1
2023,3,"Boulder, CO",2
2019,1,"Ferry, WA",5
2017,2,"New London, CT",2
2022,1,"Orange, NC",1
2022,1,"Chelan, WA",538
2022,1,"Thurston, WA",2892
2022,4,"Wahkiakum, WA",31
2019,9,"Boulder, CO",2
2020,9,"New Haven, CT",2
2019,6,"Moore, NC",1
2023,2,"Skagit, WA",13
2021,7,"Pima, AZ",3
2022,2,"Anne Arundel, MD",4
2022,2,"Boone, MO",1
2023,11,"Goochland, VA",3
2019,7,"Skamania, WA",43
2017,8,"Skamania, WA",0
2020,1,"Travis, TX",4
2023,6,"Muscogee, GA",1
2023,2,"Kootenai, ID",1
2022,2,"Yakima, WA",0
2020,1,"Contra Costa, CA",5
2017,3,"Orange, FL",2
2022,3,"Lake, IN",1
2019,1,"Orange, CA",7
2021,5,"Bradley, TN",1
2023,10,"Asotin, WA",67
2019,8,"Stevens, WA",51
2018,6,"Clark, NV",4
2019,11,"Hennepin, MN",4
2022,8,"Cook, IL",2
2018,5,"Whitman, WA",0
2024,2,"Washoe, NV",1
2023,8,"Galveston, TX",1
2018,8,"Okanogan, WA",30
2022,6,"Autauga, AL",1
2019,9,"Kern, CA",1
2019,11,"Bucks, PA",1
2019,3,"Jefferson, WA",297
2023,11,"Lincoln, WA",45
2024,1,"Ada, ID",2
2019,10,"Clay, FL",1
2022,10,"St. Lawrence, NY",1
2022,10,"Miami-Dade, FL",1
2021,4,"Anchorage, AK",1
2023,7,"Montgomery, MD",8
2018,6,"DeKalb, IN",1
2023,10,"Larimer, CO",1
2019,10,"Pierce, WA",3686
2019,5,"Grant, WA",0
2017,12,"Thurston, WA",861
2017,3,"Wahkiakum, WA",0
2018,3,"Maui, HI",1
2022,10,"Sonoma, CA",3
2021,6,"Middlesex, MA",2
2017,10,"Queens, NY",1
2023,10,"Camden, NJ",1
2023,6,"Washington, MD",1
2022,3,"Greene, MO",1
2021,6,"Harford, MD",1
2019,6,"Maricopa, AZ",11
2018,1,"Riverside, CA",3
2021,11,"Jefferson, WA",0
2023,2,"St. Louis, MO",1
2022,5,"Franklin, WA",291
2023,7,"Wilson, TX",1
2019,9,"Dakota, MN",1
2017,7,"Chelan, WA",0
2021,3,"Newport, RI",1
2021,7,"Cowlitz, WA",0
2021,11,"Pierce, WA",6234
2022,9,"Garfield, WA",0
2020,7,"Maui, HI",2
2018,5,"Allegheny, PA",1
2019,12,"Santa Rosa, FL",1
2019,12,"Loudoun, VA",1
2021,7,"Okaloosa, FL",1
2020,8,"Ventura, CA",2
2023,2,"Fairbanks North Star, AK",1
2019,6,"Vigo, IN",1
2023,12,"Fairfax, VA",12
2022,6,"Fairbanks North Star, AK",1
2022,2,"Grays Harbor, WA",0
2018,7,"Cochise, AZ",1
2022,7,"Richmond, NY",1
2021,7,"Clark, WA",4434
2022,2,"Snohomish, WA",9758
2022,4,"Grant, WA",257
2020,3,"Duval, FL",2
2018,9,"Jefferson, CO",1
2023,12,"Montgomery, OH",1
2017,4,"Guilford, NC",1
2020,5,"Harrison, MS",1
2022,2,"Las Animas, CO",1
2021,11,"Carroll, NH",1
2021,4,"Grant, WA",0
2022,3,"Clark, NV",9
2017,3,"Jefferson, WA",151
2023,9,"Virginia Beach, VA",1
2017,8,"Alameda, CA",1
2020,8,"San Joaquin, CA",1
2020,6,"Denton, TX",1
2020,6,"Asotin, WA",0
2023,2,"Hudson, NJ",1
2017,5,"Orange, FL",2
2021,6,"New York, NY",1
2023,5,"Philadelphia, PA",1
2022,3,"Clark, WA",5397
2023,9,"Pulaski, AR",2
2022,7,"Multnomah, OR",3
2021,1,"Loudoun, VA",1
2022,2,"Harnett, NC",1
2020,12,"Plaquemines, LA",1
2023,4,"Adams, WA",2
2022,5,"Pend Oreille, WA",0
2022,2,"Broward, FL",2
2018,7,"Orleans, LA",1
2021,3,"Harris, TX",2
2018,5,"Fairfax, VA",5
2022,4,"Washington, MD",2
2023,8,"Skagit, WA",26
2018,3,"Adams, WA",0
2018,8,"Thurston, WA",1119
2019,12,"Harrison, MS",1
2019,12,"Albemarle, VA",1
2019,6,"Asotin, WA",0
2022,4,"Yakima, WA",501
2019,9,"Ferry, WA",7
2023,2,"Palm Beach, FL",2
2021,4,"Richmond, NY",1
2017,10,"Stevens, WA",0
2022,3,"Onslow, NC",1
2020,4,"Hamilton, IN",1
2023,9,"Columbia, WA",0
2022,3,"Carroll, NH",1
2020,11,"Monroe, IL",1
2024,1,"Contra Costa, CA",4
2019,6,"Travis, TX",5
2022,6,"Berkeley, SC",1
2018,3,"Juneau, AK",1
2020,7,"Multnomah, OR",11
2022,10,"Beaufort, SC",1
2020,7,"Pima, AZ",4
2024,2,"Cowlitz, WA",14
2022,6,"Wake, NC",1
2023,7,"Currituck, NC",1
2023,1,"Madison, IL",2
2017,9,"Franklin, WA",77
2022,6,"Walla Walla, WA",272
2021,10,"Hamilton, OH",1
2020,3,"Hawaii, HI",1
2022,3,"Douglas, WA",181
2018,11,"Columbia, WA",4
2021,5,"Newport, RI",1
2019,9,"Franklin, WA",124
2017,5,"Island, WA",243
2023,12,"Jefferson, WA",933
2017,2,"Tulare, CA",1
2020,10,"El Dorado, CA",1
2024,2,"York, VA",1
2017,11,"Volusia, FL",1
2023,10,"Shelby, AL",1
2017,4,"Walla Walla, WA",0
2021,11,"Solano, CA",1
2017,10,"Montgomery, TN",1
2022,11,"Onslow, NC",1
2022,4,"Hamilton, IN",1
2018,9,"Garfield, WA",2
2023,7,"Deschutes, OR",1
2018,3,"Volusia, FL",1
2022,5,"Wood, OH",1
2020,9,"Collier, FL",1
2023,6,"Randolph, NC",1
2018,6,"Riverside, CA",4
2017,1,"Norfolk, MA",1
2023,3,"Pacific, WA",3
2019,10,"Cook, IL",1
2021,6,"Larimer, CO",1
2019,12,"Vigo, IN",1
2022,4,"El Paso, CO",4
2021,10,"Los Angeles, CA",15
2022,4,"Fort Bend, TX",1
2022,12,"Kent, DE",1
2023,9,"Arapahoe, CO",2
2022,6,"Bartow, GA",1
2024,2,"Las Animas, CO",1
2018,11,"Chelan, WA",0
2020,5,"Henrico, VA",1
2020,9,"Kern, CA",1
2023,4,"Grant, WA",10
2023,1,"Okanogan, WA",2
2018,4,"San Francisco, CA",1
2017,8,"Maui, HI",1
2022,12,"Chelan, WA",676
2020,8,"Whitman, WA",94
2021,8,"Lincoln, WA",22
2020,7,"Clallam, WA",1
2022,8,"Cowlitz, WA",2
2021,8,"Spartanburg, SC",1
2022,2,"Mercer, NJ",1
2024,2,"Oldham, KY",1
2018,12,"San Diego, CA",11
2021,8,"Kitsap, WA",2837
2023,12,"Alameda, CA",5
2019,3,"Caddo, LA",1
2022,9,"Kitsap, WA",3674
2023,4,"Ferry, WA",23
2019,11,"Clark, WA",0
2019,7,"Ferry, WA",0
2020,5,"Denver, CO",1
2017,6,"Yakima, WA",0
2021,7,"King, WA",40895
2022,5,"Loudoun, VA",3
2024,2,"Meade, KY",1
2019,8,"King, WA",27203
2019,4,"Marion, OR",1
2022,6,"Orange, CA",9
2018,7,"Prince William, VA",5
2020,2,"Shelby, TN",1
2023,11,"Harnett, NC",4
2023,4,"Lewis, WA",6
2021,1,"Skagit, WA",1
2023,12,"Kitsap, WA",106
2018,1,"Lincoln, WA",7
2018,7,"Wahkiakum, WA",2
2018,11,"San Francisco, CA",3
2021,8,"Chesapeake, VA",3
2018,9,"Honolulu, HI",3
2021,7,"Lane, OR",2
2021,9,"Richland, SC",1
2018,12,"Kitsap, WA",1
2024,2,"Lewis, WA",14
2017,12,"Franklin, OH",1
2023,3,"St. Clair, IL",1
2018,5,"Lewis, WA",134
2019,1,"Kern, CA",1
2019,3,"Fresno, CA",1
2021,6,"Honolulu, HI",7
2023,5,"Middlesex, MA",3
2020,4,"Clallam, WA",1
2018,10,"Whatcom, WA",2
2021,1,"Stevens, WA",77
2019,6,"Clallam, WA",314
2019,2,"Thurston, WA",1375
2021,12,"Grays Harbor, WA",349
2021,11,"Maricopa, AZ",13
2022,10,"Middlesex, NJ",1
2023,11,"Oldham, KY",1
2020,5,"Yakima, WA",249
2018,10,"Jefferson, WA",264
2019,3,"Kittitas, WA",0
2023,9,"Harnett, NC",4
2019,8,"Lake, IL",1
2018,10,"Rogers, OK",1
2023,12,"Rockingham, NH",1
2023,8,"Whatcom, WA",66
2023,1,"Grant, WA",5
2019,6,"Wahkiakum, WA",0
2022,6,"San Juan, WA",670
2018,11,"Ferry, WA",5
2019,4,"Harnett, NC",2
2023,2,"Carroll, MD",1
2017,12,"Ramsey, MN",1
2018,9,"Marion, IN",1
2018,7,"Montgomery, PA",2
2017,12,"Shelby, TN",1
2018,11,"Thurston, WA",0
2020,2,"Ada, ID",1
2019,2,"Duval, FL",3
2022,12,"Solano, CA",2
2019,3,"Denver, CO",1
2019,10,"King, WA",28755
2018,6,"Pend Oreille, WA",10
2021,4,"Miami-Dade, FL",1
2023,5,"Escambia, FL",1
2023,7,"Carroll, MD",1
2021,9,"Washtenaw, MI",1
2018,12,"Douglas, WA",84
2021,3,"Chesapeake, VA",2
2022,12,"Jefferson, WA",6
2022,12,"Arapahoe, CO",1
2021,11,"Collier, FL",1
2022,2,"Santa Cruz, CA",1
2020,11,"Sumter, FL",1
2019,1,"Douglas, NE",1
2021,2,"RÃ­o Grande, PR",1
2017,8,"Yakima, WA",121
2020,2,"Yakima, WA",239
2020,9,"Ferry, WA",11
2020,11,"Shelby, OH",1
2021,6,"Columbia, WA",8
2022,7,"Duval, FL",2
2019,1,"Lee, AL",1
2022,9,"Yavapai, AZ",1
2023,3,"Jefferson, NY",3
2021,2,"New London, CT",2
2023,9,"Whatcom, WA",3686
2023,3,"Pend Oreille, WA",41
2021,7,"Pacific, WA",0
2023,6,"Deschutes, OR",1
2017,4,"Arlington, VA",2
2023,10,"Galveston, TX",1
2020,2,"Clallam, WA",369
2018,12,"Broward, FL",3
2019,2,"Santa Rosa, FL",1
2023,4,"Pulaski, MO",2
2021,7,"Ulster, NY",1
2019,12,"Ramsey, MN",1
2017,3,"Carroll, NH",1
2020,8,"Walla Walla, WA",146
2022,6,"Miami-Dade, FL",1
2018,4,"Maui, HI",1
2018,8,"San Francisco, CA",2
2023,2,"San Bernardino, CA",4
2023,11,"Bartow, GA",1
2023,11,"Charleston, SC",3
2023,11,"Walla Walla, WA",9
2020,2,"Island, WA",665
2019,11,"Columbia, WA",5
2019,6,"Mecklenburg, NC",1
2021,8,"Frederick, MD",2
2023,5,"Bartow, GA",1
2022,3,"New York, NY",1
2020,9,"Montgomery, OH",1
2023,9,"Shelby, AL",1
2021,7,"Clark, WA",0
2017,10,"Benton, WA",0
2023,9,"Ferry, WA",0
2017,8,"Riverside, CA",3
2022,6,"Lincoln, OR",1
2020,9,"Sedgwick, KS",2
2023,12,"El Dorado, CA",1
2022,9,"Deschutes, OR",1
2023,8,"Sarpy, NE",1
2023,10,"Douglas, WA",8
2023,11,"Skagit, WA",30
2019,8,"Ada, ID",2
2019,6,"Denver, CO",1
2019,1,"Norfolk, VA",4
2020,4,"Bucks, PA",1
2017,9,"San Juan, WA",0
2023,8,"San Juan, WA",15
2023,11,"Montgomery, OH",1
2018,7,"Pend Oreille, WA",0
2017,3,"Volusia, FL",1
2021,2,"San Juan, WA",501
2018,7,"Adams, WA",10
2019,6,"Lewis, WA",0
2021,2,"Travis, TX",6
2023,1,"Orange, NC",1
2023,1,"Eagle, CO",1
2021,4,"Eagle, CO",1
2023,10,"Kitsap, WA",5136
2022,11,"Harris, TX",1
2022,9,"Honolulu, HI",7
2022,9,"Anne Arundel, MD",6
2023,8,"Santa Clara, CA",14
2023,1,"Moore, NC",1
2023,5,"Spokane, WA",3291
2017,6,"Clark, WA",0
2019,8,"Kern, CA",1
2017,10,"Travis, TX",2
2018,3,"Broward, FL",1
2023,9,"Ray, MO",1
2023,10,"San Bernardino, CA",4
2019,6,"Ferry, WA",0
2017,10,"Sangamon, IL",1
2021,7,"Pierce, WA",5650
2024,2,"Klickitat, WA",265
2019,11,"San Diego, CA",13
2022,2,"Harford, MD",2
2017,4,"Marin, CA",1
2020,3,"Deschutes, OR",4
2022,2,"Pierce, WA",2
2022,12,"Plaquemines, LA",2
2017,12,"San Mateo, CA",1
2018,10,"Twin Falls, ID",1
2023,8,"Champaign, IL",1
2020,8,"Goochland, VA",5
2021,9,"Powhatan, VA",1
2023,6,"Hamilton, OH",1
2024,2,"Rockingham, NH",1
2021,10,"Prince William, VA",3
2022,9,"Duval, FL",2
2020,4,"Fairbanks North Star, AK",1
2020,8,"Sacramento, CA",2
2017,6,"Benton, WA",0
2017,3,"Snohomish, WA",1
2021,10,"Douglas, WA",0
2018,4,"Wahkiakum, WA",0
2023,7,"San Joaquin, CA",1
2020,5,"Dallas, IA",1
2023,6,"Orange, CA",11
2020,9,"Stevens, WA",0
2022,4,"Contra Costa, CA",3
2022,10,"Clallam, WA",7
2018,11,"Pacific, WA",0
2022,6,"Arapahoe, CO",1
2018,2,"Hamilton, IN",1
2017,4,"Collier, FL",1
2021,10,"Ray, MO",1
2017,12,"Douglas, WA",71
2019,1,"San Diego, CA",12
2022,10,"Maui, HI",1
2018,8,"Manatee, FL",1
2017,6,"Lewis, WA",87
2017,1,"Duval, FL",2
2018,12,"Stevens, WA",0
2017,11,"Walla Walla, WA",0
2022,8,"Monterey, CA",3
2021,7,"Klickitat, WA",127
2018,3,"Kent, MI",1
2017,8,"Marin, CA",1
2023,10,"Wichita, TX",2
2023,6,"Geary, KS",1
2018,11,"Eagle, CO",1
2020,5,"Twin Falls, ID",1
2020,12,"Benton, WA",794
2020,12,"Skamania, WA",0
2018,10,"Pacific, WA",0
2019,2,"Marion, OR",1
2023,3,"Rockdale, GA",1
2024,2,"Galveston, TX",1
2017,6,"Benton, WA",291
2019,10,"Charles, MD",1
2021,8,"Larimer, CO",1
2019,2,"Cowlitz, WA",0
2020,5,"Stevens, WA",0
2019,10,"Sacramento, CA",1
2021,11,"San Joaquin, CA",2
2020,8,"Portsmouth, VA",1
2020,9,"New York, NY",1
2019,8,"Broward, FL",3
2021,7,"Santa Cruz, CA",1
2021,2,"Flathead, MT",1
2022,5,"Clark, WA",5
2019,4,"Cascade, MT",1
2020,2,"Lewis, WA",215
2022,8,"Pulaski, AR",1
2020,6,"Williamson, TX",2
2019,8,"Santa Cruz, CA",1
2019,6,"Sarasota, FL",1
2023,9,"Yellowstone, MT",1
2018,6,"Arlington, VA",3
2018,6,"Northampton, PA",1
2023,4,"Yakima, WA",707
2020,1,"Clark, NV",6
2022,8,"Ada, ID",1
2023,2,"Stafford, VA",4
2022,5,"Howard, IN",1
2019,10,"Snohomish, WA",0
2017,9,"Columbia, WA",2
2022,2,"Nassau, NY",3
2020,2,"Washington, OR",1
2023,12,"Pitt, NC",1
2020,3,"King, WA",31598
2018,10,"Whatcom, WA",1040
2022,5,"Clackamas, OR",2
2023,4,"Mercer, NJ",1
2017,10,"Utah, UT",1
2022,4,"Spokane, WA",0
2020,2,"Lewis, WA",0
2024,1,"Nueces, TX",2
2024,1,"St. Louis, MN",1
2022,4,"Adams, WA",26
2018,8,"Grays Harbor, WA",0
2021,10,"Onslow, NC",1
2022,4,"Sumter, SC",1
2023,12,"York, VA",1
2023,1,"Lee, AL",1
2019,1,"Douglas, WA",86
2019,4,"Cowlitz, WA",190
2019,9,"Kittitas, WA",125
2024,1,"Skamania, WA",190
2021,11,"Santa Clara, CA",9
2022,1,"Lewis, WA",0
2017,10,"Hamilton, IN",1
2020,8,"Shelby, OH",1
2018,6,"Kitsap, WA",1256
2022,3,"Lewis, WA",391
2023,3,"Okanogan, WA",3
2018,10,"Multnomah, OR",7
2019,12,"Ventura, CA",2
2018,5,"Lumpkin, GA",1
2023,7,"Thurston, WA",4447
2020,2,"Clallam, WA",1
2021,1,"Philadelphia, PA",1
2022,4,"Yellowstone, MT",1
2018,10,"Thurston, WA",1214
2020,2,"Klickitat, WA",90
2022,1,"Adams, WA",0
2018,6,"Charles, MD",1
2023,3,"Charleston, SC",4
2022,11,"St. Mary's, MD",1
2017,9,"Klickitat, WA",49
2022,7,"Placer, CA",2
2021,8,"Flathead, MT",1
2022,9,"Fulton, GA",1
2020,12,"Anchorage, AK",1
2023,7,"DeKalb, GA",2
2018,1,"Sacramento, CA",2
2020,10,"Nueces, TX",1
2017,5,"Moore, NC",1
2021,4,"Lake, IL",2
2022,11,"San Juan, WA",721
2021,10,"Douglas, NE",2
2021,2,"Philadelphia, PA",1
2017,3,"Essex, NJ",1
2019,6,"Snohomish, WA",5065
2021,3,"Pierce, WA",0
2023,2,"Yuba, CA",1
2017,2,"Alameda, CA",4
2019,4,"Alameda, CA",4
2022,5,"Clark, WA",5669
2023,4,"Okanogan, WA",178
2022,10,"Kitsap, WA",25
2020,7,"Spokane, WA",1
2019,4,"Columbia, WA",0
2017,4,"Kittitas, WA",39
2021,8,"Benton, WA",974
2021,6,"Garfield, WA",3
2021,11,"Howard, MD",2
2021,4,"Columbia, OR",1
2022,6,"King, WA",52016
2020,11,"Polk, FL",1
2018,5,"Hamilton, TN",1
2022,12,"Muscogee, GA",1
2021,10,"Sevier, AR",1
2018,10,"Camden, NJ",1
2020,8,"Larimer, CO",1
2023,12,"Collier, FL",1
2017,4,"Pima, AZ",2
2022,11,"Gwinnett, GA",1
2023,4,"Collin, TX",4
2023,8,"Hennepin, MN",1
2020,8,"Camden, NJ",1
2022,4,"Williamsburg, VA",1
2017,4,"New Haven, CT",1
2019,1,"Skamania, WA",0
2020,12,"Arapahoe, CO",1
2020,1,"Franklin, WA",0
2021,2,"Carson City, NV",1
2021,5,"Louisa, VA",1
2022,9,"Contra Costa, CA",3
2023,10,"Douglas, CO",1
2023,8,"Howard, MD",2
2023,7,"Ulster, NY",1
2022,7,"Clinton, PA",1
2021,9,"Harford, MD",1
2018,1,"San Juan, WA",0
2018,2,"Nassau, NY",1
2017,7,"Tarrant, TX",1
2022,1,"St. Mary's, MD",1
2020,4,"Pinal, AZ",1
2018,6,"Twin Falls, ID",1
2022,4,"Lake, IN",1
2023,4,"Pierce, WA",140
2023,8,"San Juan, WA",818
2020,9,"Bucks, PA",1
2022,12,"Newport News, VA",1
2019,12,"Shasta, CA",1
2022,8,"Stevens, WA",1
2019,11,"Kittitas, WA",0
2019,1,"Thurston, WA",0
2023,8,"Skagit, WA",1623
2020,8,"Chelan, WA",328
2021,7,"Contra Costa, CA",5
2019,8,"Bucks, PA",1
2022,2,"Wilson, TX",1
2022,12,"Snohomish, WA",91
2021,4,"Lincoln, WA",0
2019,3,"Asotin, WA",21
2023,1,"Columbia, WA",0
2019,6,"Alameda, CA",5
2021,6,"Travis, TX",6
2017,9,"Palm Beach, FL",2
2024,1,"Houston, GA",1
2019,9,"Klamath, OR",1
2019,12,"Queens, NY",1
2022,1,"Yellowstone, MT",1
2019,4,"Mason, WA",233
2022,2,"Asotin, WA",40
2022,1,"Riverside, CA",6
2023,12,"Jefferson, WA",18
2024,2,"Asotin, WA",2
2021,7,"New Haven, CT",2
2019,9,"Tulsa, OK",2
2019,7,"Kitsap, WA",1717
2022,4,"Pacific, WA",128
2022,12,"Chelan, WA",13
2019,5,"Douglas, WA",0
2023,8,"Chesapeake, VA",4
2021,3,"Broward, FL",1
2022,10,"Benton, WA",7
2019,7,"Arlington, VA",2
2018,1,"San Mateo, CA",1
2023,4,"Santa Clara, CA",14
2020,3,"Pend Oreille, WA",0
2020,9,"Lincoln, WA",0
2018,8,"Asotin, WA",19
2020,9,"Hillsborough, FL",1
2021,12,"Tarrant, TX",2
2023,2,"Ventura, CA",5
2018,12,"Hennepin, MN",2
2020,8,"New London, CT",2
2019,11,"Clark, NV",7
2017,4,"Chelan, WA",0
2017,1,"Northampton, PA",2
2020,1,"Alexandria, VA",1
2021,12,"Sedgwick, KS",2
2023,4,"Lee, AL",1
2020,12,"Solano, CA",1
2017,4,"Norfolk, VA",2
2017,2,"Maricopa, AZ",4
2020,2,"Nueces, TX",1
2021,6,"Adams, WA",27
2018,11,"Skagit, WA",1
2017,12,"Queens, NY",1
2021,5,"RÃ­o Grande, PR",1
2020,4,"King, WA",6
2019,10,"Pend Oreille, WA",13
2017,12,"Maui, HI",1
2022,2,"Allen, IN",1
2021,10,"Houston, GA",1
2022,9,"Snohomish, WA",11683
2017,6,"Lincoln, WA",0
2020,9,"Denver, CO",1
2020,10,"Ramsey, MN",1
2018,3,"Multnomah, OR",7
2020,2,"Tulsa, OK",2
2022,10,"Hillsborough, FL",3
2017,2,"Monroe, NY",1
2020,1,"Mercer, NJ",1
2017,10,"Yakima, WA",129
2019,4,"Riverside, CA",4
2019,8,"Stevens, WA",0
2018,7,"Pend Oreille, WA",10
2023,3,"Leavenworth, KS",1
2018,1,"Moore, NC",1
2017,3,"Lee, AL",1
2018,9,"Clark, WA",0
2023,5,"Skagit, WA",1484
2021,9,"Norfolk, VA",6
2020,6,"Dakota, MN",1
2017,12,"DeKalb, IN",1
2021,5,"Grays Harbor, WA",0
2019,1,"Moore, NC",1
2020,5,"Charleston, SC",1
2023,8,"Onslow, NC",1
2020,8,"District of Columbia, DC",2
2023,1,"Montgomery, TN",1
2020,12,"El Dorado, CA",1
2017,4,"Charles, MD",1
2020,11,"Nassau, FL",1
2022,8,"Autauga, AL",1
2023,2,"Island, WA",1387
2020,3,"Goochland, VA",3
2021,10,"Douglas, CO",1
2023,1,"Sedgwick, KS",2
2019,4,"Montgomery, AL",1
2018,1,"King, WA",9
2023,6,"Wichita, TX",2
2021,8,"Goochland, VA",6
2020,11,"Nueces, TX",1
2020,1,"Shasta, CA",1
2018,8,"Skagit, WA",389
2019,2,"Walla Walla, WA",97
2023,9,"Walla Walla, WA",7
2020,5,"DeKalb, GA",1
2023,6,"Hamilton, OH",1
2022,6,"Owyhee, ID",1
2018,4,"Carroll, NH",1
2017,9,"San Diego, CA",7
2020,5,"Anne Arundel, MD",1
2018,2,"Grant, WA",0
2017,6,"Marion, OR",1
2018,12,"Marion, OR",1
2018,5,"DeKalb, IN",1
2018,12,"Garfield, WA",2
2019,6,"San Joaquin, CA",1
2019,5,"Franklin, WA",0
2019,7,"Adams, WA",11
2019,3,"Whitman, WA",0
